Name,Locus,Genome,Contig,Start,Stop,Protein_ID,Coding_Strand,Proteome_ID,Proteome_Product,Proteome_Gene_Name,Proteome_Species,Proteome_BSR,Name
CBO_1251,GCA-001273255.1-protein2221,GCA_001273255.1,LGIK01000043.1,104857,105237,2221,1,tr|A5I7C5|A5I7C5_CLOBH,Holo-[acyl-carrier-protein] synthase,acpS,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1251
CBO_1252,GCA-054634935.1-protein2967,GCA_054634935.1,NKRL01000007.1,151877,153094,2967,-1,tr|A5I0Q7|A5I0Q7_CLOBH,Membrane protein,CBO1064,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.95,CBO_1252
CBO_1253,GCA-001273255.1-protein2045,GCA_001273255.1,LGIK01000036.1,15363,17015,2045,1,tr|A5I1D3|A5I1D3_CLOBH,Cell wall anchored protein,CBO1296,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1253
CBO_1254,GCA-001573385.1-protein1324,GCA_001573385.1,LFOT01000002.1,211674,212897,1324,1,tr|A5I0Y8|A5I0Y8_CLOBH,Aminoglycoside phosphotransferase domain-containing protein,CBO1147,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.95,CBO_1254
CBO_1255,GCA-001273255.1-protein3482,GCA_001273255.1,LGIK01000054.1,306854,307363,3482,1,tr|A5HYM8|A5HYM8_CLOBH,GnaT-family acetyltransferase,CBO0334,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1255
CBO_1256,GCA-001273255.1-protein2264,GCA_001273255.1,LGIK01000043.1,158224,158520,2264,1,tr|A5I781|A5I781_CLOBH,"PTS system, lichenan-specific IIa component",licA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1256
CBO_1257,GCA-001273255.1-protein3305,GCA_001273255.1,LGIK01000054.1,105792,106271,3305,1,sp|A5HY48|ATPF_CLOBH,ATP synthase subunit b,atpF,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1257
CBO_1258,GCA-001273255.1-protein2342,GCA_001273255.1,LGIK01000043.1,262666,263100,2342,1,tr|A5I704|A5I704_CLOBH,YaiI/YqxD family protein,CBO3277,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1258
CBO_1259,GCA-001273255.1-protein2624,GCA_001273255.1,LGIK01000049.1,72848,74299,2624,1,tr|A5I6C8|A5I6C8_CLOBH,Exported protein,CBO3047,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1259
CBO_1260,GCA-001573175.1-protein2007,GCA_001573175.1,LFOK01000003.1,133537,134850,2007,1,tr|A5I3P8|A5I3P8_CLOBH,Multidrug export protein MepA,CBO2127,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.89,CBO_1260
CBO_1261,GCA-001273255.1-protein2040,GCA_001273255.1,LGIK01000036.1,8874,9110,2040,1,tr|A5I1C8|A5I1C8_CLOBH,DUF2164 domain-containing protein,CBO1291,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1261
CBO_1262,GCA-001273255.1-protein137,GCA_001273255.1,LGIK01000012.1,134455,135819,137,1,tr|A5I3S2|A5I3S2_CLOBH,Ascorbate-specific PTS system EIIC component,CBO2150,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1262
CBO_1263,GCA-002103985.1-protein1394,GCA_002103985.1,MWJF01000025.1,324237,324794,1394,-1,tr|A5I2U4|A5I2U4_CLOBH,Membrane protein,CBO1822,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_1263
CBO_1264,GCA-001273255.1-protein262,GCA_001273255.1,LGIK01000012.1,274701,275387,262,1,tr|A5I3E1|A5I3E1_CLOBH,"Probable amino acid ABC transporter, permease protein",CBO2017,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1264
CBO_1265,GCA-001273255.1-protein3227,GCA_001273255.1,LGIK01000054.1,20700,21218,3227,1,tr|A5HXW8|A5HXW8_CLOBH,Spore maturation protein B,spmB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1265
CBO_1266,GCA-001273255.1-protein2187,GCA_001273255.1,LGIK01000043.1,71664,71981,2187,1,tr|A5I7F9|A5I7F9_CLOBH,Thioredoxin,trxC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1266
CBO_1267,GCA-001273255.1-protein1697,GCA_001273255.1,LGIK01000026.1,104986,105492,1697,1,tr|A5I114|A5I114_CLOBH,Acetyltransferase,CBO1174,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1267
CBO_1268,GCA-001273255.1-protein2745,GCA_001273255.1,LGIK01000005.1,57389,58765,2745,1,tr|A5I5Z6|A5I5Z6_CLOBH,Amidophosphoribosyltransferase,purF,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1268
CBO_1269,GCA-001273255.1-protein2251,GCA_001273255.1,LGIK01000043.1,141025,142035,2251,1,tr|A5I796|A5I796_CLOBH,Oxidoreductase,CBO3371,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1269
CBO_1270,GCA-001273255.1-protein606,GCA_001273255.1,LGIK01000017.1,94798,95496,606,1,tr|A5I0L0|A5I0L0_CLOBH,B3/B4 tRNA-binding domain-containing protein,CBO1018,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1270
CBO_1271,GCA-001273255.1-protein1145,GCA_001273255.1,LGIK01000021.1,26999,27343,1145,1,sp|A5I4M2|RL19_CLOBH,Large ribosomal subunit protein bL19,rplS,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1271
CBO_1272,GCA-001273255.1-protein869,GCA_001273255.1,LGIK01000019.1,243749,244588,869,1,tr|A5HZJ7|A5HZJ7_CLOBH,Transcriptional antiterminator,CBO0654,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1272
CBO_1273,GCA-001273255.1-protein445,GCA_001273255.1,LGIK01000012.1,478820,479989,445,-1,tr|A5I2V4|A5I2V4_CLOBH,PPM-type phosphatase domain-containing protein,CBO1831,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1273
CBO_1274,GCA-001573665.1-protein3523,GCA_001573665.1,LFPF01000008.1,91107,92417,3523,1,tr|A5I241|A5I241_CLOBH,Histidinol dehydrogenase,hisD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1274
CBO_1275,GCA-001273255.1-protein2447,GCA_001273255.1,LGIK01000047.1,20928,22349,2447,1,tr|A5I5L6|A5I5L6_CLOBH,Multidrug export protein MepA,CBO2780,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1275
CBO_1276,GCA-001273255.1-protein3416,GCA_001273255.1,LGIK01000054.1,231150,232547,3416,1,tr|A5HYF8|A5HYF8_CLOBH,histidine kinase,CBO0265,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1276
CBO_1277,GCA-001273255.1-protein2080,GCA_001273255.1,LGIK01000037.1,19091,20149,2080,1,tr|A5I2S8|A5I2S8_CLOBH,Spore coat protein S,cotS,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1277
CBO_1278,GCA-001273255.1-protein2301,GCA_001273255.1,LGIK01000043.1,208602,209510,2301,1,tr|A5I743|A5I743_CLOBH,ABC transporter substrate-binding lipoprotein,CBO3318,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1278
CBO_1279,GCA-001273255.1-protein623,GCA_001273255.1,LGIK01000017.1,110424,110651,623,1,sp|A5I0M6|TLP_CLOBH,Protein Tlp homolog,tlp,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1279
CBO_1280,GCA-001273255.1-protein2027,GCA_001273255.1,LGIK01000035.1,16449,18023,2027,1,tr|A5I5N8|A5I5N8_CLOBH,DEAD-box ATP-dependent RNA helicase CshA,deaD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1280
CBO_1281,GCA-001273255.1-protein648,GCA_001273255.1,LGIK01000017.1,142873,143868,648,1,tr|A5I0Q2|A5I0Q2_CLOBH,Membrane protein,CBO1059,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1281
CBO_1282,GCA-001273255.1-protein2386,GCA_001273255.1,LGIK01000044.1,34620,35360,2386,-1,tr|A5I6M4|A5I6M4_CLOBH,Methyltransferase domain-containing protein,CBO3144,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1282
CBO_1283,GCA-001273255.1-protein3484,GCA_001273255.1,LGIK01000055.1,1643,2365,3484,1,tr|A5HYW0|A5HYW0_CLOBH,1-acyl-sn-glycerol-3-phosphate acyltransferase,CBO0416,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1283
CBO_1284,GCA-001273255.1-protein1337,GCA_001273255.1,LGIK01000023.1,32435,33001,1337,-1,tr|A5HYQ4|A5HYQ4_CLOBH,Metal dependent phosphohydrolase,CBO0360,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1284
CBO_1285,GCA-001276985.1-protein2192,GCA_001276985.1,LHUL01000004.1,383863,384849,2192,1,tr|A5HZW1|A5HZW1_CLOBH,Phage-related deoxyuridylate hydroxymethyltransferase,CBO0768,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1285
CBO_1286,GCA-001273255.1-protein336,GCA_001273255.1,LGIK01000012.1,365321,365800,336,1,tr|A5I364|A5I364_CLOBH,Cyclic pyranopterin monophosphate synthase,moaC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1286
CBO_1287,GCA-001273255.1-protein1431,GCA_001273255.1,LGIK01000025.1,66931,67419,1431,-1,tr|A5I4Z7|A5I4Z7_CLOBH,PRC-barrel domain-containing protein,CBO2566,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1287
CBO_1288,GCA-001273255.1-protein3265,GCA_001273255.1,LGIK01000054.1,65927,66694,3265,1,tr|A5HY08|A5HY08_CLOBH,Spore coat protein,CBO0111,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1288
CBO_1289,GCA-001273255.1-protein3445,GCA_001273255.1,LGIK01000054.1,264219,266018,3445,1,tr|A5HYI7|A5HYI7_CLOBH,Adenine deaminase,adeC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1289
CBO_1290,GCA-001273255.1-protein1579,GCA_001273255.1,LGIK01000025.1,213727,214740,1579,-1,tr|A5I595|A5I595_CLOBH,Flagellar motor switch protein FliG,fliG,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1290
CBO_1291,GCA-001273255.1-protein1132,GCA_001273255.1,LGIK01000021.1,14946,15953,1132,1,tr|A5I4N4|A5I4N4_CLOBH,Phosphate acyltransferase,plsX,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1291
CBO_1292,GCA-001273255.1-protein1790,GCA_001273255.1,LGIK01000028.1,85499,86890,1790,-1,tr|A5I2A4|A5I2A4_CLOBH,Dihydrolipoyl dehydrogenase,acoL,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1292
CBO_1293,GCA-001273255.1-protein2978,GCA_001273255.1,LGIK01000051.1,71340,72278,2978,1,tr|A5I1L2|A5I1L2_CLOBH,"ABC transporter, ATP-binding protein",CBO1381,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1293
CBO_1294,GCA-001273255.1-protein420,GCA_001273255.1,LGIK01000012.1,450644,451225,420,1,sp|A5I2X9|SCPB_CLOBH,Segregation and condensation protein B,scpB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1294
CBO_1295,GCA-001273255.1-protein2804,GCA_001273255.1,LGIK01000005.1,137556,138272,2804,-1,tr|A5I5T2|A5I5T2_CLOBH,Butyrate-acetoacetate CoA-transferase subunit A,ctfA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1295
CBO_1296,GCA-001273255.1-protein1735,GCA_001273255.1,LGIK01000028.1,22765,23400,1735,1,tr|A5I2P2|A5I2P2_CLOBH,Peptidoglycan binding protein,CBO1770,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1296
CBO_1297,GCA-001273255.1-protein238,GCA_001273255.1,LGIK01000012.1,244565,246358,238,1,tr|A5I3G7|A5I3G7_CLOBH,Myosin-crossreactive protein,CBO2043,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1297
CBO_1298,GCA-001273255.1-protein384,GCA_001273255.1,LGIK01000012.1,412929,414092,384,1,tr|A5I315|A5I315_CLOBH,Stage III sporulation protein AE,spoIIIAE,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1298
CBO_1299,GCA-001574135.1-protein2944,GCA_001574135.1,LFPY01000003.1,76366,77667,2944,-1,tr|A5HZF8|A5HZF8_CLOBH,histidine kinase,CBO0614,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.96,CBO_1299
CBO_1300,GCA-002103805.1-protein1817,GCA_002103805.1,MWIW01000002.1,685867,687177,1817,-1,tr|A5I6I6|A5I6I6_CLOBH,O-antigen flippase,wzx,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.89,CBO_1300
CBO_1301,GCA-001273255.1-protein3228,GCA_001273255.1,LGIK01000054.1,21463,22800,3228,-1,tr|A5HXW9|A5HXW9_CLOBH,Probable multidrug resistance protein NorM,CBO0072,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1301
CBO_1302,GCA-001273255.1-protein3537,GCA_001273255.1,LGIK01000007.1,1483,2994,3537,1,tr|A5HYS7|A5HYS7_CLOBH,Exported protein,CBO0383,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1302
CBO_1303,GCA-001273255.1-protein1972,GCA_001273255.1,LGIK01000030.1,127705,129510,1972,1,tr|A5I7Q0|A5I7Q0_CLOBH,ATP-dependent zinc metalloprotease FtsH,ftsH,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1303
CBO_1304,GCA-001273255.1-protein754,GCA_001273255.1,LGIK01000019.1,113700,115073,754,1,tr|A5HZ72|A5HZ72_CLOBH,Probable amino acid permease,CBO0528,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1304
CBO_1305,GCA-001573665.1-protein1643,GCA_001573665.1,LFPF01000023.1,31270,32019,1643,1,tr|A5I144|A5I144_CLOBH,Membrane protein,CBO1207,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.76,CBO_1305
CBO_1306,GCA-001273255.1-protein1891,GCA_001273255.1,LGIK01000030.1,46578,47513,1891,1,tr|A5I7Y1|A5I7Y1_CLOBH,Exported peptidase,CBO3606,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1306
CBO_1307,GCA-001273255.1-protein3366,GCA_001273255.1,LGIK01000054.1,174807,175814,3366,1,tr|A5HYA9|A5HYA9_CLOBH,Spore photoproduct lyase,splB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1307
CBO_1308,GCA-001273255.1-protein2180,GCA_001273255.1,LGIK01000043.1,62767,63321,2180,1,tr|A5I7G6|A5I7G6_CLOBH,"Fumarate hydratase, subunit B",fumA',Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1308
CBO_1309,GCA-001273255.1-protein2750,GCA_001273255.1,LGIK01000005.1,63091,64722,2750,1,tr|A5I5Z1|A5I5Z1_CLOBH,Peptidase,CBO2907,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1309
CBO_1310,GCA-001573255.1-protein2364,GCA_001573255.1,LFON01000003.1,328172,329422,2364,-1,tr|A5I0E1|A5I0E1_CLOBH,Cobalamin biosynthesis protein,cbiG,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.92,CBO_1310
CBO_1311,GCA-001273255.1-protein1111,GCA_001273255.1,LGIK01000020.1,2629,3807,1111,1,tr|A5I6S9|A5I6S9_CLOBH,Acetyl-CoA acetyltransferase,thl,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1311
CBO_1312,GCA-001273255.1-protein1720,GCA_001273255.1,LGIK01000026.1,131267,133006,1720,-1,tr|A5I0Y6|A5I0Y6_CLOBH,Phosphoenolpyruvate carboxykinase,CBO1145,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1312
CBO_1313,GCA-001273255.1-protein1564,GCA_001273255.1,LGIK01000025.1,201400,203229,1564,-1,tr|A5I580|A5I580_CLOBH,Flagellar biosynthetic protein FliR,CBO2646,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1313
CBO_1314,GCA-001573665.1-protein2138,GCA_001573665.1,LFPF01000030.1,6612,7274,2138,-1,tr|A5I0L3|A5I0L3_CLOBH,TetR-family family transcriptional regulator,CBO1021,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.93,CBO_1314
CBO_1315,GCA-001273255.1-protein3121,GCA_001273255.1,LGIK01000051.1,224602,225549,3121,1,tr|A5I1Z9|A5I1Z9_CLOBH,C4-dicarboxylate /malic acid transport protein,CBO1522,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1315
CBO_1316,GCA-001273255.1-protein2876,GCA_001273255.1,LGIK01000050.1,36810,37688,2876,1,tr|A5I4U4|A5I4U4_CLOBH,YicC family protein,CBO2515,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1316
CBO_1317,GCA-001273255.1-protein2319,GCA_001273255.1,LGIK01000043.1,235583,236227,2319,-1,tr|A5I725|A5I725_CLOBH,Integral membrane protein,CBO3300,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1317
CBO_1318,GCA-001273255.1-protein1943,GCA_001273255.1,LGIK01000030.1,96419,97351,1943,1,tr|A5I7S9|A5I7S9_CLOBH,Radical SAM superfamily protein,CBO3554,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1318
CBO_1319,GCA-001273255.1-protein1666,GCA_001273255.1,LGIK01000026.1,66740,67612,1666,-1,tr|A5I143|A5I143_CLOBH,"ABC transporter, ATP-binding protein",CBO1206,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1319
CBO_1320,GCA-001273255.1-protein3039,GCA_001273255.1,LGIK01000051.1,131715,134033,3039,1,tr|A5I1R9|A5I1R9_CLOBH,endopeptidase La,CBO1439,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1320
CBO_1321,GCA-001273255.1-protein2474,GCA_001273255.1,LGIK01000047.1,56215,57042,2474,1,tr|A5I5I9|A5I5I9_CLOBH,Antiterminator,CBO2755,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1321
CBO_1322,GCA-001273255.1-protein681,GCA_001273255.1,LGIK01000019.1,32461,33603,681,1,tr|A5HYZ7|A5HYZ7_CLOBH,"Branched-chain amino acid transport system,substrate-binding protein",CBO0453,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1322
CBO_1323,GCA-001273255.1-protein2773,GCA_001273255.1,LGIK01000005.1,93253,94581,2773,1,tr|A5I5W7|A5I5W7_CLOBH,Amidohydrolase,CBO2883,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1323
CBO_1324,GCA-001273255.1-protein2643,GCA_001273255.1,LGIK01000049.1,90323,90691,2643,-1,tr|A5I6E7|A5I6E7_CLOBH,Membrane protein,CBO3066,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1324
CBO_1325,GCA-001273255.1-protein3115,GCA_001273255.1,LGIK01000051.1,217861,218754,3115,1,tr|A5I1Z3|A5I1Z3_CLOBH,"ABC transporter, permease protein",CBO1516,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1325
CBO_1326,GCA-001273255.1-protein90,GCA_001273255.1,LGIK01000012.1,83425,85119,90,-1,tr|A5I3X3|A5I3X3_CLOBH,Bifunctional protein [includes 2-hydroxyacyl-CoA dehydratase (N-ter) and its activator domain (C_term),CBO2202,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1326
CBO_1327,GCA-001273255.1-protein1082,GCA_001273255.1,LGIK01000019.1,472779,474011,1082,-1,tr|A5I085|A5I085_CLOBH,Porphyromonas-type peptidyl-arginine deiminase,CBO0894,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_1327
CBO_1328,GCA-001273255.1-protein2306,GCA_001273255.1,LGIK01000043.1,213713,214735,2306,1,sp|A5I738|TSAD_CLOBH,tRNA N6-adenosine threonylcarbamoyltransferase,tsaD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1328
CBO_1329,GCA-001273255.1-protein163,GCA_001273255.1,LGIK01000012.1,166649,167791,163,1,tr|A5I3P7|A5I3P7_CLOBH,Propanediol utilization: propanol dehydrogenase,CBO2126,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_1329
CBO_1330,GCA-001273255.1-protein3165,GCA_001273255.1,LGIK01000051.1,270077,271141,3165,1,sp|A5I245|HIS8_CLOBH,Histidinol-phosphate aminotransferase,hisC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1330
CBO_1331,GCA-001273255.1-protein1184,GCA_001273255.1,LGIK01000021.1,70801,71385,1184,1,tr|A5I4I0|A5I4I0_CLOBH,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,CBO2406,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1331
CBO_1332,GCA-001273255.1-protein862,GCA_001273255.1,LGIK01000019.1,234024,235214,862,-1,tr|A5HZJ0|A5HZJ0_CLOBH,Coenzyme F420:L-glutamate ligase-like domain-containing protein,CBO0647,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1332
CBO_1333,GCA-001273255.1-protein3490,GCA_001273255.1,LGIK01000055.1,10920,11135,3490,-1,tr|A5HYW6|A5HYW6_CLOBH,Membrane protein,CBO0422,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1333
CBO_1334,GCA-001273255.1-protein2298,GCA_001273255.1,LGIK01000043.1,205852,206565,2298,-1,tr|A5I746|A5I746_CLOBH,Peptidase,CBO3321,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1334
CBO_1335,GCA-001273255.1-protein3492,GCA_001273255.1,LGIK01000055.1,11755,12600,3492,-1,tr|A5HYW8|A5HYW8_CLOBH,Pantothenate synthetase,panC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1335
CBO_1336,GCA-001273255.1-protein832,GCA_001273255.1,LGIK01000019.1,201807,202946,832,-1,tr|A5HZF6|A5HZF6_CLOBH,Membrane protein,CBO0612,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1336
CBO_1337,GCA-001273255.1-protein758,GCA_001273255.1,LGIK01000019.1,118959,121577,758,-1,tr|A5HZ76|A5HZ76_CLOBH,P-type Ca(2+) transporter,CBO0532,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1337
CBO_1338,GCA-001273255.1-protein1105,GCA_001273255.1,LGIK01000019.1,499528,499827,1105,1,tr|A5I0A9|A5I0A9_CLOBH,Cobalt transport protein CbiN,cbiN,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1338
CBO_1339,GCA-001273255.1-protein2809,GCA_001273255.1,LGIK01000005.1,143235,144434,2809,1,tr|A5I5S7|A5I5S7_CLOBH,Flavoprotein,CBO2842,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1339
CBO_1340,GCA-001273255.1-protein2475,GCA_001273255.1,LGIK01000047.1,57125,59080,2475,1,tr|A5I5I8|A5I5I8_CLOBH,"PTS system, glucose-specific IIABC component",CBO2754,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1340
CBO_1341,GCA-001273255.1-protein1221,GCA_001273255.1,LGIK01000021.1,104032,104334,1221,1,tr|A5I456|A5I456_CLOBH,Stress-response A/B barrel domain-containing protein,CBO2287,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1341
CBO_1342,GCA-001273255.1-protein1852,GCA_001273255.1,LGIK01000030.1,10347,10682,1852,1,sp|A5I820|RNPA_CLOBH,Ribonuclease P protein component,rnpA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1342
CBO_1343,GCA-001273255.1-protein537,GCA_001273255.1,LGIK01000017.1,22590,23354,537,1,tr|A5I0E0|A5I0E0_CLOBH,Precorrin-4 C11-methyltransferase,cbiF,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1343
CBO_1344,GCA-001273255.1-protein2038,GCA_001273255.1,LGIK01000036.1,5696,7891,2038,1,tr|A5I1C6|A5I1C6_CLOBH,DNA topoisomerase 3,topB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1344
CBO_1345,GCA-001273255.1-protein3595,GCA_001273255.1,LGIK01000009.1,27401,28264,3595,-1,tr|A5I0T4|A5I0T4_CLOBH,Membrane protein,CBO1092,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1345
CBO_1346,GCA-001273255.1-protein300,GCA_001273255.1,LGIK01000012.1,320956,322458,300,-1,tr|A5I3A0|A5I3A0_CLOBH,Spore germination protein,gerAA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1346
